id;name;yearpublished;minplayers;maxplayers;playingtime;minplaytime;maxplaytime;averageweight;rank;average;bayesaverage;owning;domain;category;mechanic;image;desc
184267;On Mars;2020;1;4;150;90;150;4,67;49;8,18;7,75;20980;Strategy Games;City Building, Economic, Exploration, Science Fiction, Space Exploration, Territory Building;Contracts, Delayed Purchase, End Game Bonuses, Hexagon Grid, Income, Movement Points, Moving Multiple Units, Set Collection, Solo / Solitaire Game, Tech Trees / Tech Tracks, Tile Placement, Variable Phase Order, Worker Placement;C:\Users\Tomson\Documents\BGG1tool\img\img184267.jpg;"Following the success of unmanned rover missions, the United Nations established the Department of Operations and Mars Exploration (D.O.M.E.). The first settlers arrived on Mars in the year 2037 and in the decades after establishment of Mars Base Camp, private exploration companies began work on the creation of a self-sustaining colony. As chief astronaut for one of these enterprises, you want to be a pioneer in the development of the biggest, most advanced colony on Mars by achieving both D.O.M.E. mission goals as well as your company's private agenda.In the beginning, you will be dependent on supplies from Earth and will have to travel often between the Mars Space Station and the planet's surface. As the colony expands over time, you will shift your activities to construct mines, power generators, water extractors, greenhouses, oxygen factories, and shelters. Your goal is to develop a self-sustaining colony independent of any terrestrial organization. This will require understanding the importance of water, air, power, and food - the necessities for survival.Do you dare take part in humankind's biggest challenge?On Mars is played over several rounds, each consisting of two phases - the Colonization Phase ?and the Shuttle Phase?.During the Colonization Phase, each player takes a turn during which they take actions. The available actions depend on the side of the board they are on. If you are in orbit, you can take blueprints, buy and develop technologies, and take supplies from the Warehouse. If you are on the surface of the planet, you can construct buildings with your bots, upgrade these buildings using blueprints, take scientists and new contracts, welcome new ships, and explore the planet's surface with your rover. In the Shuttle Phase, players may travel between the colony and the Space Station in orbit.All buildings on Mars have a dependency on each other and some are required for the colony to grow. Building shelters for Colonists to live in requires oxygen; generating oxygen requires plants; growing plants requires water; extracting water from ice requires power; generating power requires mining minerals; and mining minerals requires Colonists. Upgrading the colony's ability to provide each of these resources is vital. As the colony grows, more shelters are needed so that the Colonists can survive the inhospitable conditions on Mars.During the game, players are also trying to complete missions. Once a total of three missions have been completed, the game ends. To win the game, players must contribute to the development of the first colony on Mars. This is represented during the game by players gaining Opportunity Points (OP). The player with the most OP at the end of the game is declared the winner."
170216;Blood Rage;2015;2;4;90;60;90;2,88;50;7,92;7,75;58078;Strategy Games;Fantasy, Fighting, Miniatures, Mythology;Action Points, Area Majority / Influence, Area Movement, Card Play Conflict Resolution, Closed Drafting, Hand Management, Map Reduction, Memory, Open Drafting, Simultaneous Action Selection, Take That;C:\Users\Tomson\Documents\BGG1tool\img\img170216.jpg;"""Life is Battle; Battle is Glory; Glory is ALL""In Blood Rage, players control the warriors, leader, and ship of their own Viking clan. Ragnarök has come and it's the end of the world! It's the Vikings' last chance to go down in a blaze of glory and secure their places in Valhalla at Odin's side! As a Viking you can pursue one of many pathways to glory. You can: invade and pillage the land for its rewards; crush your opponents in battle: fulfill quests: increase your clan's stats: or even die gloriously in battle or from Ragnarök, the ultimate inescapable doom.Most player strategies are guided by the cards drafted at the beginning of each of the three game rounds (or Ages). These ""Gods' Gifts"" grant you numerous boons for your clan including: increased Viking strength and devious battle strategies, upgrades to your clan, or even the aid of legendary creatures from Norse mythology. They may also include various quests, from dominating specific provinces, to having many of your Vikings sent to Valhalla. Most of these cards are aligned with one of the Norse gods, hinting at the kind of strategy they support. For example, Thor gives more glory for victory in battle. Heimdall grants you foresight and surprises. Tyr strengthens you in battle, while the trickster Loki actually rewards you for losing battles or punishes the winner.Players must choose their strategies carefully during the draft phase, but also be ready to adapt and react to their opponents' strategies as the action phase unfolds. Battles are decided not only by the strength of the figures involved but also by cards played in secret. By observing your opponent's actions and allegiances to specific gods you may predict what card they are likely to play, and plan accordingly. Winning battles is not always the best course of action, as the right card can get you even more rewards by being crushed. The only losing strategy in Blood Rage is to shy away from battle and a glorious death!"
31260;Agricola;2007;1;5;150;30;150;3,64;51;7,87;7,74;86937;Strategy Games;Animals, Economic, Farming;Automatic Resource Growth, Closed Drafting, Enclosure, Hand Management, Increase Value of Unchosen Resources, Solo / Solitaire Game, Turn Order: Claim Action, Variable Player Powers, Worker Placement;C:\Users\Tomson\Documents\BGG1tool\img\img031260.jpg;"Description originally from BoardgameNewsIn Agricola, you're a farmer in a wooden shack with your spouse and little else. At first, on a turn, your family gets to take only two actions, one for you and one for your spouse, as might be found among all the possibilities on a farm: plowing fields; collecting materials; building fences, and so on. There are numerous choices available, and while the game progresses you'll have more and more, as each round a new action card is flipped over, offering one more possible action. You might think about having kids in order to get more work accomplished but first you'll need to expand your house to make room--and what are you going to feed all the little rug rats?The game supports many levels of complexity, mainly through the distribution of cards which represent Minor Improvements and Occupations. In the beginner's version (called the Family Variant in the U.S. release) these cards are not used at all. For advanced play, the U.S. release includes three levels of both types of cards; Basic (E-deck), Interactive (I-deck), and Complex (K-deck), and the rulebook encourages players to experiment with the various decks and mixtures thereof. Aftermarket decks such as the Z-Deck and the L-Deck also exist. Each player starts with a hand of 7 Occupation cards (of more than 160 total) and 7 Minor Improvement cards (of more than 140 total) that he/she may use during the game if they fit into his/her strategy.Agricola is a turn-based game, and the problem to be overcome is that each available action can be taken by only one player each round so it's important to be careful about your choices.  There are countless strategies, some of which depend on your hand of cards.  Sometimes it's a good choice to stay on course, and sometimes it is better to react to your opponents' actions..."
321608;Hegemony: Lead Your Class to Victory;2023;2;4;180;90;180;4,2;52;8,45;7,74;13591;Strategy Games;Economic, Educational, Negotiation, Political;Action / Event, Hand Management, Roles with Asymmetric Information, Simulation, Variable Player Powers, Voting, Worker Placement, Different Worker Types;C:\Users\Tomson\Documents\BGG1tool\img\img321608.jpg;Extended edition includes Crisis & Control expansion.The Nation is in disarray and a war is waging between the classes. The working class faces a dismantled welfare system, the capitalists are losing their hard-earned profits, the middle class is gradually fading and the state is sinking into a deep deficit. Amidst all this chaos, the only person who can provide guidance is... you. Will you take the side of the working class and fight for social reforms? Or will you stand with the corporations and the free market? Will you help the government try to keep it all together, or will you try to enforce your agenda no matter the cost to the country?Hegemony is an asymmetric politico-economic card-driven board game for 2-4 players that puts you in the role of one of the socio-economic groups in a fictional state: The Working Class, the Middle Class, the Capitalist Class and the State itself.The Working class controls the workers. The Capitalist class controls the companies. The Middle class combines elements from both the Working class and the Capitalist. It has workers who can work in the Capitalist's companies but it can also build companies of its own, yet smaller. Finally the State is trying to keep everyone happy, providing benefits and subsidies when needed but trying also to maintain a steady income through taxes to avoid going into debt.While players have their own separate goals, they are all limited by a series of policies that affect most of their actions, like Taxation, Labor Market, Foreign Trade etc. Voting on those policies and using their influence to change them is also very important. Through careful planning, strategic actions and political maneuvering, you will do your best to increase the power of your class and carry out your agenda. Will you be the one to lead your class to victory?Hegemony is heavily based on actual academic principles such as Social-Democracy, Neoliberalism, Nationalism and Globalism, and allows players to see their real world applications through engaging gameplay. There are many ways to achieve hegemony- which one will you take?-description from the publisher
253344;Cthulhu: Death May Die;2019;1;5;120;90;120;2,48;53;8,18;7,73;24054;Thematic Games;Fantasy, Fighting, Horror, Miniatures, Novel-based;Action Points, Area Movement, Cooperative Game, Dice Rolling, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Player Powers;C:\Users\Tomson\Documents\BGG1tool\img\img253344.jpg;"In Cthulhu: Death May Die, inspired by the writings of H.P. Lovecraft, you and your fellow players represent investigators in the 1920s who instead of trying to stop the coming of Elder Gods, want to summon those otherworldly beings so that you can put a stop to them permanently. You start the game insane, and while your long-term goal is to shoot Cthulhu in the face, so to speak, at some point during the game you'll probably fail to mitigate your dice rolls properly and your insanity will cause you to do something terrible - or maybe advantageous. Hard to know for sure.The game has multiple episodes, and each of them has a similar structure of two acts, those being before and after you summon whatever it is you happen to be summoning. If any character dies prior to the summoning, then the game ends and you lose; once the Elder One is on the board, as long as one of you is still alive, you still have a chance to win.The episodes are all standalone and not contingent on being played in a certain order or with the same players."
255984;Sleeping Gods;2021;1;4;1200;60;1200;3,24;54;8,17;7,73;31064;Thematic Games;Adventure, Exploration, Fantasy, Fighting, Nautical;Action Points, Cooperative Game, Events, Hand Management, Narrative Choice / Paragraph, Push Your Luck, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Storytelling;C:\Users\Tomson\Documents\BGG1tool\img\img255984.png;"""Are the stars unfamiliar here?"" she asked, and the sky grew suddenly dark, the star's patterns alien and exotic. ""This is the Wandering Sea. The gods have brought you here, and you must wake them if you wish to return home.""In Sleeping Gods, you and up to 3 friends become Captain Sofi Odessa and her crew, lost in a strange world in 1929 on your steamship, the Manticore. You must work together to survive, exploring exotic islands, meeting new characters, and seeking out the totems of the gods so that you can return home.Sleeping Gods is a campaign game. Each session can last as long as you want. When you are ready to take a break, you mark your progress on a journey log sheet, making it easy to return to the same place in the game the next time you play. You can play solo or with friends throughout your campaign. It's easy to swap players in and out at will. Your goal is to find at least fourteen totems hidden throughout the world. Like reading a book, you'll complete this journey one or two hours at a time, discovering new lands, stories, and challenges along the way.Sleeping Gods is an atlas game. Each page of the atlas represents only a small portion of the world you can explore. When you reach the edge of a page and you want to continue in the same direction, you simply turn to a new page and sail onward.Sleeping Gods is a storybook game. Each new location holds wild adventure, hidden treasures, and vivid characters. Your choices affect the characters and the plot of the game, and may help or hinder your chances of getting home!Welcome to a vast world. Your journey starts now.-description from the publisher"
251661;Oathsworn: Into the Deepwood;2022;1;4;90;30;90;3,66;55;8,92;7,73;10977;Thematic Games;Adventure, Card Game, Dice, Exploration, Fantasy, Fighting, Miniatures, Mythology, Puzzle;Action Points, Card Play Conflict Resolution, Cooperative Game, Deck, Bag, and Pool Building, Dice Rolling, Hand Management, Hexagon Grid, Legacy Game, Modular Board, Pattern Recognition, Push Your Luck, Role Playing, Scenario / Mission / Campaign Game, Storytelling, Variable Player Powers;C:\Users\Tomson\Documents\BGG1tool\img\img251661.jpg;Oathsworn is a Twisting Tales Game for 1-4 players where play is focused on narrative choices and rich miniature combat encounters. The game is set in the Deepwood where a Free company (the Oathsworn) fights for humanity's survival against unnatural horrors and the Deepwood itself.Each gaming session sees the players participate in a multi path game book where the story unfolds to an inevitable encounter. The encounters are multi phase scripted boss fights on the encounter board where players have to outwit and outplay the AI driven monsters and enemies. As the sessions unfold the group is taken into a deep legacy campaign where they gain levels, loot and new allies to join them in their journey.Oathsworn boasts a unique push your luck combat system of exploding dice where players are always having to decide between hitting harder and potentially missing the attack. This coupled with a euro style cooldown system called 'Battleflow' makes for a vibrant and engaging play session.-description from the publisher
161533;Lisboa;2017;1;4;120;60;120;4,58;56;8,18;7,72;17335;Strategy Games;City Building, Economic, Industry / Manufacturing, Political;Area Majority / Influence, Hand Management, Multi-Use Cards, Open Drafting, Solo / Solitaire Game, Tile Placement;C:\Users\Tomson\Documents\BGG1tool\img\img161533.jpg;"Lisboa is a game about the reconstruction of Lisboa after the great earthquake of 1755.On November 1, 1755, Lisbon suffered an earthquake of an estimated magnitude of 8.5-9.0, followed by a tsunami and three days of fires. The city was almost totally destroyed. The Marques of Pombal - Sebasti&atilde;o José de Carvalho e Melo - was the then Minister of Foreign Affairs and the King put him in charge of the reconstruction of Lisbon. The Marques of Pombal gathered a team of engineers and architects and you, the players, are members of the nobility; members who will use your influence in the reconstruction and business development of the new city. You will work with the architects to build Lisbon anew, with the Marquis to develop commerce and with the King to open all the buildings, but the true reason you do all this is not for greatness or fame or even fortune, but for the most important thing of all in that time: wigs.Lisboa is played on a real map of downtown Lisbon. During the planning of the downtown project, the type of business permitted in each street was previously determined. The economic motor is driven by the wealth of the royal treasure and this treasure is controlled by player actions during the game, making each game a totally different experience. The game ends after a fixed number of rounds and whoever gathers the most wigs by the end of the game wins.Lisboa is played in rounds. Each round, all players play one turn. They may place one card on their display or replace one card from this display. During the game, players schedule hearings to get character favors, such as commerce, construction, and openings. The iconic buildings score the stores and stores provide income to the players. Players need to manage influence, construction licenses, store permits, church power, workers and money, with the workers' cost being dependent on the prestige of the players."
221107;Pandemic Legacy: Season 2;2017;2;4;60;60;60;3,26;57;8,03;7,71;33210;Strategy Games, Thematic Games;Environmental, Exploration, Medical, Science Fiction;Action Points, Cooperative Game, Hand Management, Legacy Game, Pick-up and Deliver, Point to Point Movement, Scenario / Mission / Campaign Game, Set Collection, Tags, Trading, Variable Player Powers;C:\Users\Tomson\Documents\BGG1tool\img\img221107.jpg;"Description from the publisher:The world almost ended 71 years ago...The plague came out of nowhere and ravaged the world. Most died within a week. Nothing could stop it. The world did its best. It wasn't good enough.For three generations, we, the last fragments of humanity have lived on the seas, on floating stations called ""havens."" Far from the plague, we are able to provide supplies to the mainland to keep them (and us) from succumbing completely.We've managed to keep a network of the largest known cities in the world alive. Things have been tough the past few years. Cities far away from the havens have fallen off our grid...Tomorrow, a small group of us head out into what's left of the world. We don't know what we'll find.Pandemic Legacy: Season 2 is an epic cooperative game for 2 to 4 players. Unlike most other games, this one is working against you. What's more, some of the actions you take in Pandemic Legacy will carry over to future games. No two worlds will ever be alike!Part of the Pandemic series."
231733;Obsession;2018;1;4;90;30;90;3,1;58;8,12;7,71;20316;Strategy Games, Thematic Games;Post-Napoleonic;Action Retrieval, Deck, Bag, and Pool Building, Hand Management, Open Drafting, Solo / Solitaire Game;C:\Users\Tomson\Documents\BGG1tool\img\img231733.png;You are the head of a respected but troubled family estate in mid-19th century Victorian England. After several lean decades, family fortunes are looking up! Your goal is to improve your estate so as to be in better standing with the truly influential families in Derbyshire.Obsession is a game of 16 to 20 turns in which players build a deck of Victorian gentry (British social upper class), renovate their estate by acquiring building tiles from a centralized builders' market, and manipulate an extensive service staff of butlers, housekeepers, underbutlers, maids, valets, and footmen utilizing a novel worker placement mechanic. Successfully hosting prestigious social activities such as Fox Hunts, Music Recitals, Billiards, Political Debates, and Grand Balls increases a player's wealth, reputation, and connections among the elite.Each turn, players choose a building tile representing a room or outdoor space in and around their 19th century British country house. The tile chosen dictates the event that can be hosted and the guests to be invited. Players must carefully plan, however, to have the proper staff available to service the event and support guests as needed. The reward for success is new investment opportunities, permitting further renovation of the estate (acquisition of more valuable/powerful building tiles), an increase in reputation in the county, an expanding circle of influential acquaintances, and a larger and highly-trained domestic staff.Throughout the game, a competitive courtship for the hand of the most eligible young gentleman and lady in the county presents specific renovation and reputation objectives. The player who best meets these objectives while accumulating victory points will win the hand of the wealthy love interest and the game.-description from the publisher
205059;Mansions of Madness: Second Edition;2016;1;5;180;120;180;2,69;59;7,94;7,7;60618;Thematic Games;Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures, Murder / Mystery, Mythology, Puzzle;Area Movement, Cooperative Game, Dice Rolling, Hand Management, Map Addition, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Stat Check Resolution, Traitor Game, Variable Player Powers;C:\Users\Tomson\Documents\BGG1tool\img\img205059.jpg;Mansions of Madness: Second Edition is a fully co-operative, app-driven board game of horror and mystery for one to five players that takes place in the same universe as Eldritch Horror and Elder Sign. Let the immersive app guide you through the veiled streets of Innsmouth and the haunted corridors of Arkham's cursed mansions as you search for answers and respite. Eight brave investigators stand ready to confront four scenarios of fear and mystery, collecting weapons, tools, and information, solving complex puzzles, and fighting monsters, insanity, and death. Open the door and step inside these hair-raising Mansions of Madness: Second Edition. It will take more than just survival to conquer the evils terrorizing this town.
182874;Grand Austria Hotel;2015;2;4;120;60;120;3,21;60;7,95;7,7;28279;Strategy Games;Economic;Action Drafting, Contracts, Dice Rolling, End Game Bonuses, Hand Management, Set Collection, Variable Set-up;C:\Users\Tomson\Documents\BGG1tool\img\img182874.jpg;In the thick of the Viennese modern age, exquisite cafés are competing for customers. Inspiring artists, important politicians, and tourists from all over the world are populating Vienna and in need of a hotel room. This is your opportunity to turn your little café into a world famous hotel. Hire staff, fulfill the wishes of your guests, and gain the emperor's favor. Only then will your café become the Grand Austria Hotel.The start player rolls the dice, sorting them by the rolled number and placing them on the corresponding action spaces. On a turn, a player chooses one of the six actions and carries it out. The number of the available dice in the corresponding action spaces determines how much the player gets from the action. They then remove one of the dice and can carry out additional actions. With the different actions, a player can get the necessary drinks and dishes, prepare the rooms, or hire staff.But no hotel can grow without guests. To choose wisely which guests to attract and to complete their orders brings some important bonus actions. The staff cards also have different advantages, but the game ends after seven rounds and no player can do everything they want, so whoever makes the right decisions and finds the best way to create bonus actions will win.With 116 different cards and a new set-up in each game, Grand Austria Hotel provides a huge replay value. Each game stands on its own and demands new tactics and strategies.
126163;Tzolk'in: The Mayan Calendar;2012;2;4;90;90;90;3,67;61;7,85;7,69;47625;Strategy Games;Ancient, Civilization, Economic, Farming, Mythology;Bias, End Game Bonuses, Turn Order: Claim Action, Worker Placement;C:\Users\Tomson\Documents\BGG1tool\img\img126163.jpg;"Tzolkin: The Mayan Calendar presents a new game mechanism: dynamic worker placement. Players representing different Mayan tribes place their workers on giant connected gears, and as the gears rotate they take the workers to different action spots.During a turn, players can either (a) place one or more workers on the lowest visible spot of the gears or (b) pick up one or more workers. When placing workers, they must pay corn, which is used as a currency in the game. When they pick up a worker, they perform certain actions depending on the position of the worker. Actions located ""later"" on the gears are more valuable, so it's wise to let the time work for you - but players cannot skip their turn; if they have all their workers on the gears, they have to pick some up.&nbsp;The game ends after one full revolution of the central Tzolkin gear. There are many paths to victory. Pleasing the gods by placing crystal skulls in deep caves or building many temples are just two of those many paths..."
2651;Power Grid;2004;2;6;120;120;120;3,25;62;7,81;7,69;82202;Strategy Games;Economic, Industry / Manufacturing;Auction / Bidding, Auction: Turn Order Until Pass, Catch the Leader, Income, Market, Network and Route Building, Turn Order: Stat-Based, Variable Set-up;C:\Users\Tomson\Documents\BGG1tool\img\img002651.jpg;Power Grid is the updated release of the Friedemann Friese crayon game Funkenschlag. It removes the crayon aspect from network building in the original edition, while retaining the fluctuating commodities market like Crude: The Oil Game and an auction round intensity reminiscent of The Princes of Florence.The objective of Power Grid is to supply the most cities with power when someone's network gains a predetermined size.  In this new edition, players mark pre-existing routes between cities for connection, and then bid against each other to purchase the power plants that they use to power their cities.However, as plants are purchased, newer, more efficient plants become available, so by merely purchasing, you're potentially allowing others access to superior equipment.Additionally, players must acquire the raw materials (coal, oil, garbage, and uranium) needed to power said plants (except for the 'renewable' windfarm/ solar plants, which require no fuel), making it a constant struggle to upgrade your plants for maximum efficiency while still retaining enough wealth to quickly expand your network to get the cheapest routes.? Power Grid FAQ - Please read this before posting a rules question!  Many questions are asked over and over in the forums... If you have a question about a specific expansion, please check the rules forum or FAQ for that particular expansion.
276025;Maracaibo;2019;1;4;120;30;120;3,92;63;7,99;7,68;23427;Strategy Games;Economic, Exploration, Nautical, Pirates;Contracts, End Game Bonuses, Events, Hand Management, Income, Movement Points, Multi-Use Cards, Narrative Choice / Paragraph, Point to Point Movement, Scenario / Mission / Campaign Game, Set Collection, Solo / Solitaire Game, Stock Holding, Tech Trees / Tech Tracks, Track Movement, Variable Set-up;C:\Users\Tomson\Documents\BGG1tool\img\img276025.jpg;"Maracaibo, a strategy game for 1-4 players by Alexander Pfister, is set in the Caribbean during the 17th century. The players try to increase their influence in three nations in four rounds with a play time of 40 minutes per player.The players sail on a round course through the Caribbean, e.g., you have city tiles where you are able to perform various&nbsp;actions or deliver goods to. One special feature is an implemented quest mode over more and various tiles, which tells the player, who chase after it, a little story.As a player, you move with your ship around the course, managing it by using cards like in other games from Alexander Pfister.NOTE: The Spanish and Portuguese editions of Maracaibo contain La Armada mini-expansion packaged inside the base game's box."
244521;The Quacks of Quedlinburg;2018;2;4;45;45;45;1,94;64;7,82;7,68;82954;Family Games;Medieval;Catch the Leader, Deck, Bag, and Pool Building, Delayed Purchase, Dice Rolling, Events, Open Drafting, Push Your Luck, Simultaneous Action Selection, Variable Set-up;C:\Users\Tomson\Documents\BGG1tool\img\img244521.png;In The Quacks of Quedlinburg, players are charlatans - or quack doctors - each making their own secret brew by adding ingredients one at a time. Take care with what you add, though, for a pinch too much of this or that will spoil the whole mixture!Each player has their own bag of ingredient chips. During each round, they simultaneously draw chips from their bags and add them to their pots. The higher the face value of the drawn chip, the further it is placed in the pot's swirling pattern, increasing how much the potion will be worth. Push your luck as far as you can, but if you add too many cherry bombs, your pot will explode!At the end of each round, players gain victory points and coins to spend on new ingredients, depending on how well they managed to fill up their pots. But players whose pots have exploded must choose points or coins - not both! The player with the most victory points at the end of nine rounds wins the game.
216132;Clans of Caledonia;2017;1;4;120;30;120;3,46;65;7,94;7,68;22179;Strategy Games;Economic, Farming;Commodity Speculation, Contracts, Income, Market, Modular Board, Network and Route Building, Solo / Solitaire Game, Turn Order: Pass Order, Variable Player Powers;C:\Users\Tomson\Documents\BGG1tool\img\img216132.png;Clans of Caledonia is a mid-to-heavy economic game set in 19th-century Scotland. At this time, Scotland made the transition from an agricultural to an industrialized country that heavily relied on trade and export. In the following years, food production increased significantly to feed the population growth. Linen was increasingly substituted by the cheaper cotton and raising sheep was given high importance. More and more distilleries were founded and whisky became the premium alcoholic beverage in Europe.Players represent historic clans with unique abilities and compete to produce, trade and export agricultural goods and of course whisky!The game ends after five rounds. Each round consists of the three phases:     Players' turns     Production phase     Round scoring1. Players take turns and do one of eight possible actions, from building, to upgrading, trading and exporting. When players run out of money, they pass and collect a passing bonus.2. In the production phase, each player collects basic resources, refined goods and cash from their production units built on the game map. Each production unit built makes income visible on the player mat. Refined goods require the respective basic resource.3. Players receive VPs depending on the scoring tile of the current round.The game comes with eight different clans, a modular board with 16 configurations, eight port bonuses and eight round scoring tiles.
35677;Le Havre;2008;1;5;150;30;150;3,71;66;7,85;7,67;37898;Strategy Games;City Building, Economic, Industry / Manufacturing, Nautical;Automatic Resource Growth, End Game Bonuses, Increase Value of Unchosen Resources, Loans, Ownership, Solo / Solitaire Game, Worker Placement;C:\Users\Tomson\Documents\BGG1tool\img\img035677.jpg;"In Le Havre, a player's turn consists of two parts: First, distribute newly supplied goods onto the offer spaces; then take an action. As an action, players may choose either to take all goods of one type from an offer space or to use one of the available buildings. Building actions allow players to upgrade goods, sell them or use them to build their own buildings and ships. Buildings are both an investment opportunity and a revenue stream, as players must pay an entry fee to use buildings that they do not own. Ships, on the other hand, are primarily used to provide the food that is needed to feed the workers.After every seven turns, the round ends: players' cattle and grain may multiply through a Harvest, and players must feed their workers. After a fixed number of rounds, each player may carry out one final action, and then the game ends. Players add the value of their buildings and ships to their cash reserves. The player who has amassed the largest fortune is the winner."
266810;Paladins of the West Kingdom;2019;1;4;120;90;120;3,72;67;7,97;7,67;30180;Strategy Games;Medieval;End Game Bonuses, Market, Open Drafting, Solo / Solitaire Game, Worker Placement, Worker Placement, Different Worker Types;C:\Users\Tomson\Documents\BGG1tool\img\img266810.png;Paladins of the West Kingdom is set at a turbulent time of West Francia's story, circa 900 AD. Despite recent efforts to develop the city, outlying townships are still under threat from outsiders. Saracens scout the borders, while Vikings plunder wealth and livestock. Even the Byzantines from the east have shown their darker side. As noble men and women, players must gather workers from the city to defend against enemies, build fortifications and spread faith throughout the land. Fortunately you are not alone. In his great wisdom, the King has sent his finest knights to help aid in our efforts. So ready the horses and sharpen the swords. The Paladins are approaching.The aim of Paladins of the West Kingdom is to be the player with the most victory points (VP) at game's end. Points are gained by building outposts and fortifications, commissioning monks and confronting outsiders. Each round, players will enlist the help of a specific Paladin and gather workers to carry out tasks. As the game progresses, players will slowly increase their faith, strength and influence. Not only will these affect their final score, but they will also determine the significance of their actions. The game is concluded at the end of the seventh round.-description from the publisher
164153;Star Wars: Imperial Assault;2014;2;5;120;60;120;3,3;68;7,96;7,67;43119;Thematic Games;Adventure, Exploration, Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame;Dice Rolling, Die Icon Resolution, Grid Movement, Line of Sight, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Square Grid, Team-Based Game, Variable Player Powers;C:\Users\Tomson\Documents\BGG1tool\img\img164153.jpg;Star Wars: Imperial Assault is a strategy board game of tactical combat and missions for two to five players, offering two distinct games of battle and adventure in the Star Wars universe!Imperial Assault puts you in the midst of the Galactic Civil War between the Rebel Alliance and the Galactic Empire after the destruction of the Death Star over Yavin 4. In this game, you and your friends can participate in two separate games. The campaign game pits the limitless troops and resources of the Galactic Empire against a crack team of elite Rebel operatives as they strive to break the Empire's hold on the galaxy, while the skirmish game invites you and a friend to muster strike teams and battle head-to-head over conflicting objectives.In the campaign game, Imperial Assault invites you to play through a cinematic tale set in the Star Wars universe. One player commands the seemingly limitless armies of the Galactic Empire, threatening to extinguish the flame of the Rebellion forever. Up to four other players become heroes of the Rebel Alliance, engaging in covert operations to undermine the Empire's schemes. Over the course of the campaign, both the Imperial player and the Rebel heroes gain new experience and skills, allowing characters to evolve as the story unfolds.Imperial Assault offers a different game experience in the skirmish game. In skirmish missions, you and a friend compete in head-to-head, tactical combat. You'll gather your own strike force of Imperials, Rebels, and Mercenaries and build a deck of command cards to gain an unexpected advantage in the heat of battle. Whether you recover lost holocrons or battle to defeat a raiding party, you'll find danger and tactical choices in every skirmish.As an additional benefit, the Luke Skywalker Ally Pack and the Darth Vader Villain Pack are included within the Imperial Assault Core Set. These figure packs offer sculpted plastic figures alongside additional campaign and skirmish missions that highlight both Luke Skywalker and Darth Vader within Imperial Assault.With these Imperial Assault and other Figure Packs, you'll find even more missions that allow your heroes to fight alongside iconic characters from the Star Wars saga. Boxed expansions add more heroes, imperial and mercenary groups, and totally new campaigns (see IA Community Wiki for a list), and the free Star Wars: Imperial Assault - Legends of the Alliance app provides you with additional content to play in solo or co-op mode.
383179;Age of Innovation;2023;1;5;200;40;200;4,26;69;8,61;7,66;7934;Strategy Games;Civilization, Fantasy, Territory Building;Contracts, End Game Bonuses, Hexagon Grid, Income, Modular Board, Network and Route Building, Turn Order: Pass Order, Variable Player Powers, Variable Set-up, Victory Points as a Resource;C:\Users\Tomson\Documents\BGG1tool\img\img383179.jpg;Age of Innovation is a standalone game set in the world of Terra Mystica.Twelve factions, each with unique characteristics, populate this world of varying terrains. Here you will compete to erect buildings and merge them into cities. Each game allows you to create new combinations of factions, homelands, and abilities so that each game isn't the same as another.You control one of these factions and will terraform the game map's terrain into your homelands where you can erect your buildings. Proximity to other factions may limit your expansion, but it also gains you significant advantages in the game. This tension adds to the appeal of the Terra Mystica series.Upgrade your buildings to gain valuable resources such as tools, scholars, money, and power. Build schools to advance in different sciences and collect books, which you can use to make innovations. Build your palace to gain a powerful new ability or build workshops, guilds, and universities to complete your culture.-description from the publisher
